x,y,z,Date
0.75,2.15,342.87,23-08-2023 13:54:03.531
1.09,1.90,342.69,23-08-2023 13:54:03.601
1.39,2.02,342.46,23-08-2023 13:54:03.608
1.29,2.08,342.23,23-08-2023 13:54:03.616
0.96,2.32,341.99,23-08-2023 13:54:03.619
0.65,3.37,341.84,23-08-2023 13:54:03.626
0.67,3.57,341.73,23-08-2023 13:54:03.627
0.91,2.05,341.60,23-08-2023 13:54:03.638
1.16,1.02,341.40,23-08-2023 13:54:03.639
1.39,1.46,341.10,23-08-2023 13:54:03.642
1.33,1.99,340.81,23-08-2023 13:54:03.668
1.12,2.30,340.61,23-08-2023 13:54:03.668
1.00,2.52,340.43,23-08-2023 13:54:03.683
0.98,2.62,340.22,23-08-2023 13:54:03.723
1.09,2.53,340.02,23-08-2023 13:54:03.731
1.29,2.26,339.73,23-08-2023 13:54:03.732
1.22,2.06,339.39,23-08-2023 13:54:03.734
0.83,2.00,339.12,23-08-2023 13:54:03.737
0.64,2.16,338.90,23-08-2023 13:54:03.738
0.82,2.49,338.70,23-08-2023 13:54:03.748
1.14,2.26,338.53,23-08-2023 13:54:03.751
1.29,1.59,338.27,23-08-2023 13:54:03.765
1.27,1.55,337.95,23-08-2023 13:54:03.766
1.06,2.41,337.70,23-08-2023 13:54:03.771
0.86,3.14,337.51,23-08-2023 13:54:03.771
1.02,3.07,337.34,23-08-2023 13:54:03.841
1.18,2.37,337.13,23-08-2023 13:54:03.920
1.14,1.76,336.85,23-08-2023 13:54:03.955
1.14,1.88,336.49,23-08-2023 13:54:04.148
1.03,2.28,336.21,23-08-2023 13:54:04.336
0.89,2.12,335.96,23-08-2023 13:54:04.524
0.94,1.63,335.68,23-08-2023 13:54:04.692
1.01,2.13,335.48,23-08-2023 13:54:05.041
1.18,2.89,335.29,23-08-2023 13:54:05.068
1.38,2.54,334.96,23-08-2023 13:54:05.259
1.18,2.25,334.66,23-08-2023 13:54:05.434
0.63,2.83,334.47,23-08-2023 13:54:05.620
0.45,2.86,334.31,23-08-2023 13:54:05.804
0.94,1.57,334.13,23-08-2023 13:54:05.988
1.52,0.80,333.86,23-08-2023 13:54:06.167
1.55,1.56,333.55,23-08-2023 13:54:06.344
1.22,2.73,333.29,23-08-2023 13:54:06.531
0.90,3.34,333.13,23-08-2023 13:54:06.714
0.76,3.24,333.04,23-08-2023 13:54:06.896
0.85,2.66,332.93,23-08-2023 13:54:07.079
1.06,2.06,332.67,23-08-2023 13:54:07.258
1.23,1.96,332.36,23-08-2023 13:54:07.438
1.18,2.16,332.12,23-08-2023 13:54:07.629
1.05,1.93,331.88,23-08-2023 13:54:07.830
1.06,1.30,331.62,23-08-2023 13:54:08.005
1.21,1.51,331.36,23-08-2023 13:54:08.188
1.30,2.04,331.13,23-08-2023 13:54:08.368
1.25,2.64,330.87,23-08-2023 13:54:08.540
1.03,3.24,330.64,23-08-2023 13:54:08.736
0.62,3.53,330.51,23-08-2023 13:54:08.913
0.58,2.82,330.42,23-08-2023 13:54:09.240
1.02,1.69,330.25,23-08-2023 13:54:09.314
1.37,1.31,330.03,23-08-2023 13:54:09.511
1.30,1.59,329.74,23-08-2023 13:54:09.644
1.18,2.01,329.42,23-08-2023 13:54:09.958
1.16,2.47,329.26,23-08-2023 13:54:10.034
1.04,2.73,329.18,23-08-2023 13:54:10.237
1.02,2.54,329.06,23-08-2023 13:54:10.401
1.17,1.91,328.90,23-08-2023 13:54:10.592
1.21,1.96,328.66,23-08-2023 13:54:10.790
1.08,2.63,328.46,23-08-2023 13:54:10.934
0.85,2.69,328.36,23-08-2023 13:54:11.145
0.67,2.03,328.32,23-08-2023 13:54:11.290
0.81,1.84,328.27,23-08-2023 13:54:11.473
1.29,1.89,328.16,23-08-2023 13:54:11.649
1.66,1.51,327.96,23-08-2023 13:54:11.835
1.41,1.74,327.76,23-08-2023 13:54:12.026
0.96,2.65,327.63,23-08-2023 13:54:12.211
0.87,3.12,327.62,23-08-2023 13:54:12.398
1.01,2.64,327.63,23-08-2023 13:54:12.585
1.03,2.06,327.57,23-08-2023 13:54:12.766
1.06,2.06,327.50,23-08-2023 13:54:12.954
1.18,1.99,327.38,23-08-2023 13:54:13.123
1.23,1.76,327.23,23-08-2023 13:54:13.441
1.15,1.94,327.12,23-08-2023 13:54:13.491
1.11,2.36,327.03,23-08-2023 13:54:13.665
1.09,2.45,326.96,23-08-2023 13:54:13.866
1.18,2.23,326.86,23-08-2023 13:54:14.059
1.20,2.10,326.72,23-08-2023 13:54:14.360
0.92,2.44,326.66,23-08-2023 13:54:14.412
0.65,2.62,326.67,23-08-2023 13:54:14.610
0.80,2.37,326.70,23-08-2023 13:54:14.872
1.23,2.14,326.67,23-08-2023 13:54:14.961
1.42,1.78,326.57,23-08-2023 13:54:15.158
1.18,1.47,326.45,23-08-2023 13:54:15.333
0.89,2.27,326.38,23-08-2023 13:54:15.517
0.86,3.03,326.44,23-08-2023 13:54:15.698
1.06,2.54,326.54,23-08-2023 13:54:15.890
1.27,1.69,326.57,23-08-2023 13:54:16.208
1.19,2.09,326.56,23-08-2023 13:54:16.235
1.16,2.72,326.51,23-08-2023 13:54:16.438
1.11,2.18,326.49,23-08-2023 13:54:16.613
0.81,1.66,326.59,23-08-2023 13:54:16.801
0.63,2.07,326.76,23-08-2023 13:54:16.986
1.03,2.07,326.89,23-08-2023 13:54:17.148
1.56,1.78,326.89,23-08-2023 13:54:17.344
1.32,2.24,326.91,23-08-2023 13:54:17.528
0.97,2.63,327.00,23-08-2023 13:54:17.713
0.91,2.48,327.14,23-08-2023 13:54:17.896
0.95,2.49,327.32,23-08-2023 13:54:18.082
1.04,2.40,327.50,23-08-2023 13:54:18.264
1.34,1.63,327.56,23-08-2023 13:54:18.450
1.47,1.20,327.53,23-08-2023 13:54:18.629
1.20,2.01,327.54,23-08-2023 13:54:18.799
0.80,2.76,327.64,23-08-2023 13:54:18.993
0.81,2.28,327.84,23-08-2023 13:54:19.167
1.11,1.54,327.97,23-08-2023 13:54:19.349
1.20,2.25,327.98,23-08-2023 13:54:19.534
1.16,3.20,327.96,23-08-2023 13:54:19.722
1.22,2.80,327.98,23-08-2023 13:54:19.902
1.19,2.05,328.03,23-08-2023 13:54:20.087
0.99,1.86,328.09,23-08-2023 13:54:20.273
0.94,1.47,328.11,23-08-2023 13:54:20.456
1.20,0.94,328.08,23-08-2023 13:54:20.657
1.30,1.69,328.03,23-08-2023 13:54:20.827
1.01,3.02,328.00,23-08-2023 13:54:21.016
0.87,3.65,328.05,23-08-2023 13:54:21.193
1.12,2.81,328.15,23-08-2023 13:54:21.365
1.31,1.43,328.19,23-08-2023 13:54:21.552
1.20,1.12,328.11,23-08-2023 13:54:21.962
1.13,2.18,327.98,23-08-2023 13:54:21.963
1.09,2.87,327.96,23-08-2023 13:54:22.116
0.90,2.47,327.97,23-08-2023 13:54:22.299
0.82,2.21,327.97,23-08-2023 13:54:22.482
0.92,2.42,328.04,23-08-2023 13:54:22.651
1.18,1.86,328.07,23-08-2023 13:54:22.852
1.47,0.99,327.90,23-08-2023 13:54:23.031
1.27,1.90,327.77,23-08-2023 13:54:23.259
0.89,3.51,327.81,23-08-2023 13:54:23.392
0.90,3.49,327.85,23-08-2023 13:54:23.577
1.09,2.18,327.81,23-08-2023 13:54:23.760
1.08,1.27,327.74,23-08-2023 13:54:24.109
0.95,1.66,327.69,23-08-2023 13:54:24.115
0.81,2.39,327.57,23-08-2023 13:54:24.398
0.92,2.74,327.47,23-08-2023 13:54:24.507
1.18,2.65,327.44,23-08-2023 13:54:24.735
1.24,2.31,327.34,23-08-2023 13:54:24.918
1.19,1.63,327.21,23-08-2023 13:54:25.125
1.17,1.50,327.04,23-08-2023 13:54:25.312
1.21,2.54,326.85,23-08-2023 13:54:25.456
1.03,3.34,326.66,23-08-2023 13:54:25.632
0.81,2.79,326.57,23-08-2023 13:54:25.774
0.85,1.71,326.54,23-08-2023 13:54:25.953
1.17,0.92,326.41,23-08-2023 13:54:26.131
1.36,1.31,326.13,23-08-2023 13:54:26.325
1.14,2.62,325.97,23-08-2023 13:54:26.514
0.84,3.33,325.94,23-08-2023 13:54:26.718
0.88,3.08,325.89,23-08-2023 13:54:27.779
1.15,2.88,325.78,23-08-2023 13:54:27.779
1.20,2.47,325.74,23-08-2023 13:54:27.782
1.03,1.45,325.63,23-08-2023 13:54:27.782
1.07,1.01,325.38,23-08-2023 13:54:27.783
1.18,1.85,325.21,23-08-2023 13:54:27.840
1.09,2.74,325.13,23-08-2023 13:54:28.010
1.04,2.45,324.97,23-08-2023 13:54:28.267
1.08,2.13,324.81,23-08-2023 13:54:28.352
1.13,2.22,324.73,23-08-2023 13:54:28.536
0.89,2.39,324.64,23-08-2023 13:54:28.712
0.67,3.14,324.56,23-08-2023 13:54:28.893
0.90,3.18,324.49,23-08-2023 13:54:29.100
1.07,2.08,324.44,23-08-2023 13:54:29.262
1.15,1.18,324.28,23-08-2023 13:54:29.446
1.30,1.51,324.05,23-08-2023 13:54:29.634
1.27,2.03,323.88,23-08-2023 13:54:29.925
1.12,2.10,323.74,23-08-2023 13:54:29.987
1.06,2.51,323.58,23-08-2023 13:54:30.167
1.05,2.68,323.47,23-08-2023 13:54:30.351
0.94,2.52,323.40,23-08-2023 13:54:30.535
0.80,2.77,323.30,23-08-2023 13:54:30.724
0.84,2.85,323.18,23-08-2023 13:54:30.948
0.92,2.51,323.06,23-08-2023 13:54:31.463
0.96,2.01,322.95,23-08-2023 13:54:31.465
1.16,1.59,322.82,23-08-2023 13:54:31.465
1.45,1.48,322.65,23-08-2023 13:54:31.652
1.38,1.71,322.49,23-08-2023 13:54:31.866
0.96,2.37,322.39,23-08-2023 13:54:32.011
0.73,3.37,322.35,23-08-2023 13:54:32.207
0.90,3.67,322.37,23-08-2023 13:54:32.384
1.06,2.33,322.39,23-08-2023 13:54:32.570
0.97,1.32,322.37,23-08-2023 13:54:32.745
1.03,1.66,322.30,23-08-2023 13:54:32.943
1.16,2.27,322.22,23-08-2023 13:54:33.120
1.13,2.06,322.17,23-08-2023 13:54:33.304
1.14,1.72,322.12,23-08-2023 13:54:33.466
1.38,1.85,322.07,23-08-2023 13:54:33.654
1.42,2.09,322.04,23-08-2023 13:54:33.833
1.00,2.87,322.01,23-08-2023 13:54:34.019
0.67,3.42,322.03,23-08-2023 13:54:34.226
0.70,2.60,322.03,23-08-2023 13:54:34.390
1.03,1.72,321.98,23-08-2023 13:54:34.580
1.44,1.98,321.90,23-08-2023 13:54:34.773
1.46,1.72,321.76,23-08-2023 13:54:34.952
1.21,1.11,321.59,23-08-2023 13:54:35.124
1.15,1.91,321.44,23-08-2023 13:54:35.318
1.20,3.00,321.28,23-08-2023 13:54:35.503
0.94,2.98,321.16,23-08-2023 13:54:35.685
0.75,2.35,321.08,23-08-2023 13:54:35.926
0.96,1.89,320.98,23-08-2023 13:54:36.046
1.09,1.99,320.79,23-08-2023 13:54:36.484
0.90,2.38,320.58,23-08-2023 13:54:36.485
1.02,2.38,320.38,23-08-2023 13:54:36.624
1.36,1.88,320.16,23-08-2023 13:54:36.803
1.52,1.51,319.91,23-08-2023 13:54:36.981
1.46,1.73,319.64,23-08-2023 13:54:37.299
1.18,2.46,319.42,23-08-2023 13:54:37.572
0.78,3.06,319.26,23-08-2023 13:54:37.572
0.62,3.06,319.12,23-08-2023 13:54:37.689
0.71,2.59,318.97,23-08-2023 13:54:37.884
1.01,2.18,318.77,23-08-2023 13:54:38.323
1.30,1.81,318.49,23-08-2023 13:54:38.323
1.20,1.44,318.20,23-08-2023 13:54:38.429
1.04,1.73,317.94,23-08-2023 13:54:38.616
1.24,2.50,317.65,23-08-2023 13:54:39.044
1.38,2.58,317.36,23-08-2023 13:54:39.045
1.23,2.33,317.12,23-08-2023 13:54:40.608
1.05,2.35,316.91,23-08-2023 13:54:40.609
0.90,2.38,316.71,23-08-2023 13:54:40.609
0.72,2.71,316.53,23-08-2023 13:54:40.610
0.96,2.67,316.38,23-08-2023 13:54:40.612
1.38,1.77,316.22,23-08-2023 13:54:40.613
1.52,1.02,316.01,23-08-2023 13:54:40.767
1.42,1.75,315.81,23-08-2023 13:54:40.767
1.17,2.55,315.65,23-08-2023 13:54:40.768
0.97,2.41,315.53,23-08-2023 13:54:40.808
1.00,2.36,315.46,23-08-2023 13:54:41.292
1.14,2.75,315.45,23-08-2023 13:54:41.292
1.17,2.54,315.41,23-08-2023 13:54:41.378
1.08,1.72,315.33,23-08-2023 13:54:41.537
1.08,1.43,315.23,23-08-2023 13:54:41.733
1.21,2.10,315.09,23-08-2023 13:54:41.919
1.27,2.57,314.90,23-08-2023 13:54:42.121
1.32,2.08,314.75,23-08-2023 13:54:42.276
1.34,1.65,314.63,23-08-2023 13:54:42.451
1.11,2.02,314.53,23-08-2023 13:54:42.648
0.85,2.40,314.45,23-08-2023 13:54:42.820
0.84,2.72,314.38,23-08-2023 13:54:43.014
1.00,2.89,314.32,23-08-2023 13:54:43.208
1.28,2.25,314.29,23-08-2023 13:54:43.379
1.34,1.52,314.20,23-08-2023 13:54:43.563
1.20,1.57,314.06,23-08-2023 13:54:43.741
1.08,1.94,313.96,23-08-2023 13:54:43.934
0.98,2.50,313.89,23-08-2023 13:54:44.122
0.93,2.90,313.81,23-08-2023 13:54:44.295
1.05,2.45,313.79,23-08-2023 13:54:44.469
0.97,1.82,313.80,23-08-2023 13:54:44.678
0.75,2.33,313.82,23-08-2023 13:54:44.845
0.98,2.87,313.87,23-08-2023 13:54:45.022
1.48,2.25,313.84,23-08-2023 13:54:45.217
1.62,1.55,313.75,23-08-2023 13:54:45.419
1.34,1.37,313.69,23-08-2023 13:54:45.657
1.19,1.77,313.64,23-08-2023 13:54:46.106
1.05,2.38,313.63,23-08-2023 13:54:46.106
0.71,2.56,313.69,23-08-2023 13:54:47.233
0.69,2.61,313.77,23-08-2023 13:54:47.235
1.19,2.71,313.85,23-08-2023 13:54:47.235
1.50,2.17,313.91,23-08-2023 13:54:47.242
1.27,1.82,313.94,23-08-2023 13:54:47.243
1.06,1.85,314.00,23-08-2023 13:54:47.243
1.18,2.18,314.06,23-08-2023 13:54:47.245
1.43,2.40,314.06,23-08-2023 13:54:47.537
1.48,1.91,314.04,23-08-2023 13:54:48.160
1.29,1.44,314.08,23-08-2023 13:54:48.160
1.08,2.02,314.14,23-08-2023 13:54:48.161
0.85,2.71,314.20,23-08-2023 13:54:48.164
0.86,2.59,314.31,23-08-2023 13:54:48.858
1.11,2.29,314.50,23-08-2023 13:54:48.858
1.31,2.06,314.59,23-08-2023 13:54:48.859
1.42,1.84,314.63,23-08-2023 13:54:48.870
1.42,1.75,314.69,23-08-2023 13:54:49.066
1.28,1.64,314.71,23-08-2023 13:54:49.600
1.15,1.88,314.73,23-08-2023 13:54:49.601
1.21,2.21,314.81,23-08-2023 13:54:49.608
1.25,2.40,314.98,23-08-2023 13:54:49.805
0.91,3.00,315.21,23-08-2023 13:54:49.989
0.59,2.97,315.43,23-08-2023 13:54:50.314
0.66,2.16,315.65,23-08-2023 13:54:50.347
0.93,1.78,315.85,23-08-2023 13:54:50.529
1.36,2.17,315.97,23-08-2023 13:54:50.726
1.58,2.13,316.05,23-08-2023 13:54:51.021
1.35,1.54,316.17,23-08-2023 13:54:51.091
0.97,1.63,316.28,23-08-2023 13:54:51.267
0.92,2.46,316.38,23-08-2023 13:54:51.453
1.04,2.97,316.55,23-08-2023 13:54:51.639
1.08,2.61,316.79,23-08-2023 13:54:51.815
1.07,1.84,316.98,23-08-2023 13:54:52.249
1.08,1.69,317.10,23-08-2023 13:54:52.250
1.05,2.04,317.20,23-08-2023 13:54:52.364
1.14,2.15,317.27,23-08-2023 13:54:52.565
1.45,2.33,317.35,23-08-2023 13:54:52.717
1.59,1.99,317.43,23-08-2023 13:54:52.914
1.40,1.67,317.50,23-08-2023 13:54:53.097
1.08,2.24,317.59,23-08-2023 13:54:53.283
0.85,2.83,317.70,23-08-2023 13:54:53.463
0.85,2.61,317.87,23-08-2023 13:54:53.646
1.07,2.10,318.05,23-08-2023 13:54:53.829
1.35,1.88,318.13,23-08-2023 13:54:54.014
1.52,1.82,318.17,23-08-2023 13:54:54.201
1.42,1.62,318.16,23-08-2023 13:54:54.384
1.21,1.75,318.12,23-08-2023 13:54:54.568
1.36,2.42,318.15,23-08-2023 13:54:54.740
1.53,2.28,318.19,23-08-2023 13:54:54.941
1.34,1.84,318.23,23-08-2023 13:54:55.100
1.08,2.34,318.32,23-08-2023 13:54:55.313
0.87,2.54,318.46,23-08-2023 13:54:55.491
0.67,1.85,318.54,23-08-2023 13:54:55.663
0.78,2.04,318.59,23-08-2023 13:54:55.870
1.22,2.72,318.65,23-08-2023 13:54:56.029
1.43,2.22,318.53,23-08-2023 13:54:56.438
1.35,1.53,318.41,23-08-2023 13:54:56.439
1.27,1.87,318.32,23-08-2023 13:54:56.603
1.20,2.22,318.23,23-08-2023 13:54:56.769
1.01,2.49,318.20,23-08-2023 13:54:56.949
1.01,2.63,318.13,23-08-2023 13:54:57.120
1.16,2.33,318.06,23-08-2023 13:54:57.332
0.91,2.00,318.06,23-08-2023 13:54:57.508
0.71,1.95,318.02,23-08-2023 13:54:57.667
1.04,1.99,317.92,23-08-2023 13:54:57.873
1.51,1.91,317.83,23-08-2023 13:54:58.059
1.56,1.97,317.77,23-08-2023 13:54:58.235
1.33,2.07,317.67,23-08-2023 13:54:58.410
1.09,1.99,317.61,23-08-2023 13:54:58.600
0.98,2.35,317.64,23-08-2023 13:54:58.799
0.97,2.69,317.72,23-08-2023 13:54:58.972
1.10,2.52,317.78,23-08-2023 13:54:59.145
1.38,1.91,317.80,23-08-2023 13:54:59.336
1.49,1.67,317.77,23-08-2023 13:54:59.509
1.21,2.03,317.72,23-08-2023 13:54:59.686
1.04,2.21,317.66,23-08-2023 13:54:59.891
1.33,1.91,317.60,23-08-2023 13:55:00.092
1.53,1.71,317.60,23-08-2023 13:55:00.245
1.33,1.99,317.64,23-08-2023 13:55:00.415
1.08,2.48,317.66,23-08-2023 13:55:00.613
0.88,2.67,317.73,23-08-2023 13:55:00.797
0.78,2.37,317.82,23-08-2023 13:55:00.977
1.13,1.91,317.89,23-08-2023 13:55:01.162
1.58,1.75,317.90,23-08-2023 13:55:01.347
1.67,1.60,317.84,23-08-2023 13:55:01.526
1.48,1.70,317.82,23-08-2023 13:55:01.717
1.15,2.30,317.80,23-08-2023 13:55:01.891
0.93,2.65,317.83,23-08-2023 13:55:02.079
0.97,2.69,317.98,23-08-2023 13:55:02.265
1.07,2.37,318.08,23-08-2023 13:55:02.469
0.98,1.84,318.12,23-08-2023 13:55:02.630
0.89,1.54,318.14,23-08-2023 13:55:02.812
1.06,1.97,318.17,23-08-2023 13:55:03.001
1.23,2.46,318.17,23-08-2023 13:55:03.196
1.27,2.08,318.19,23-08-2023 13:55:03.376
1.37,1.75,318.23,23-08-2023 13:55:03.545
1.36,2.23,318.28,23-08-2023 13:55:03.747
0.82,2.63,318.31,23-08-2023 13:55:03.907
0.49,2.24,318.38,23-08-2023 13:55:04.540
0.82,2.10,318.50,23-08-2023 13:55:04.541
1.42,2.15,318.61,23-08-2023 13:55:04.541
1.60,2.10,318.69,23-08-2023 13:55:05.860
1.40,2.04,318.72,23-08-2023 13:55:05.860
1.30,1.80,318.70,23-08-2023 13:55:05.860
1.26,2.01,318.73,23-08-2023 13:55:06.278
1.14,2.48,318.82,23-08-2023 13:55:06.278
1.21,2.34,318.92,23-08-2023 13:55:06.278
1.28,1.88,319.03,23-08-2023 13:55:06.279
1.16,1.91,319.14,23-08-2023 13:55:06.280
0.98,2.61,319.22,23-08-2023 13:55:06.280
0.98,2.80,319.31,23-08-2023 13:55:06.291
1.23,2.10,319.45,23-08-2023 13:55:06.480
1.44,1.52,319.57,23-08-2023 13:55:06.789
1.41,1.86,319.57,23-08-2023 13:55:06.887
1.30,2.46,319.61,23-08-2023 13:55:07.061
1.17,2.19,319.75,23-08-2023 13:55:07.218
1.05,1.72,319.83,23-08-2023 13:55:08.021
1.06,2.04,319.83,23-08-2023 13:55:08.023
1.08,2.71,319.95,23-08-2023 13:55:08.024
1.03,2.71,320.11,23-08-2023 13:55:08.025
1.01,1.99,320.20,23-08-2023 13:55:08.432
1.13,1.44,320.26,23-08-2023 13:55:08.432
1.37,1.53,320.29,23-08-2023 13:55:09.355
1.33,2.03,320.29,23-08-2023 13:55:09.355
0.98,2.31,320.38,23-08-2023 13:55:09.356
0.85,2.37,320.53,23-08-2023 13:55:09.356
0.85,2.49,320.65,23-08-2023 13:55:09.356
0.90,2.66,320.82,23-08-2023 13:55:09.433
1.14,2.54,320.98,23-08-2023 13:55:09.597
1.37,1.83,321.07,23-08-2023 13:55:09.779
1.31,1.54,321.18,23-08-2023 13:55:09.973
1.10,2.13,321.27,23-08-2023 13:55:10.151
1.00,2.32,321.29,23-08-2023 13:55:10.335
1.04,1.99,321.35,23-08-2023 13:55:10.577
1.18,2.02,321.45,23-08-2023 13:55:10.934
1.21,2.31,321.57,23-08-2023 13:55:10.936
1.04,2.34,321.72,23-08-2023 13:55:11.060
0.99,2.10,321.84,23-08-2023 13:55:11.245
1.24,1.92,321.92,23-08-2023 13:55:11.645
1.57,1.96,321.99,23-08-2023 13:55:11.645
1.65,2.02,322.03,23-08-2023 13:55:11.799
1.42,1.90,322.05,23-08-2023 13:55:13.051
1.14,2.09,322.04,23-08-2023 13:55:13.060
1.05,2.50,322.12,23-08-2023 13:55:13.110
1.06,2.38,322.27,23-08-2023 13:55:13.129
1.17,2.26,322.41,23-08-2023 13:55:13.140
1.35,2.34,322.54,23-08-2023 13:55:13.212
1.36,2.12,322.60,23-08-2023 13:55:13.551
1.23,1.82,322.61,23-08-2023 13:55:13.551
1.12,1.64,322.65,23-08-2023 13:55:13.552
1.05,1.89,322.69,23-08-2023 13:55:13.624
1.04,2.24,322.74,23-08-2023 13:55:13.853
1.15,2.50,322.81,23-08-2023 13:55:13.994
1.12,2.51,322.94,23-08-2023 13:55:14.181
0.87,2.14,323.07,23-08-2023 13:55:14.366
0.80,1.99,323.19,23-08-2023 13:55:14.560
1.12,2.25,323.28,23-08-2023 13:55:14.881
1.46,2.31,323.35,23-08-2023 13:55:14.907
1.34,1.94,323.37,23-08-2023 13:55:15.104
1.18,1.74,323.38,23-08-2023 13:55:15.279
1.31,1.85,323.39,23-08-2023 13:55:15.464
1.29,2.00,323.41,23-08-2023 13:55:15.646
0.95,2.23,323.46,23-08-2023 13:55:15.835
0.82,2.73,323.56,23-08-2023 13:55:24.365
1.01,2.62,323.69,23-08-2023 13:55:24.367
1.12,2.01,323.79,23-08-2023 13:55:24.367
1.19,1.83,323.90,23-08-2023 13:55:24.367
1.36,1.88,323.95,23-08-2023 13:55:24.367
1.57,1.87,323.95,23-08-2023 13:55:24.367
1.54,2.04,323.97,23-08-2023 13:55:24.368
1.22,2.38,324.01,23-08-2023 13:55:24.368
0.88,2.53,324.08,23-08-2023 13:55:24.405
0.72,2.35,324.22,23-08-2023 13:55:24.458
0.85,2.31,324.37,23-08-2023 13:55:24.478
1.17,2.43,324.53,23-08-2023 13:55:24.479
1.29,2.24,324.64,23-08-2023 13:55:24.479
1.31,1.80,324.71,23-08-2023 13:55:24.480
1.37,1.63,324.70,23-08-2023 13:55:24.480
1.36,1.69,324.67,23-08-2023 13:55:24.480
1.32,2.03,324.72,23-08-2023 13:55:24.480
1.26,2.47,324.78,23-08-2023 13:55:24.481
1.07,2.65,324.90,23-08-2023 13:55:24.482
0.83,2.59,325.15,23-08-2023 13:55:24.545
0.81,2.24,325.37,23-08-2023 13:55:24.552
1.15,2.17,325.54,23-08-2023 13:55:24.553
1.39,2.09,325.51,23-08-2023 13:55:24.553
1.45,1.73,325.33,23-08-2023 13:55:24.554
1.48,1.70,325.13,23-08-2023 13:55:24.554
1.33,2.05,324.95,23-08-2023 13:55:24.555
1.06,2.55,324.88,23-08-2023 13:55:24.555
0.94,2.66,324.86,23-08-2023 13:55:24.555
0.93,2.23,324.90,23-08-2023 13:55:24.587
1.04,2.06,324.96,23-08-2023 13:55:24.640
1.11,2.42,324.95,23-08-2023 13:55:24.640
1.05,2.10,324.90,23-08-2023 13:55:24.641
1.15,1.44,324.84,23-08-2023 13:55:24.641
1.33,1.69,324.74,23-08-2023 13:55:24.641
1.33,2.52,324.66,23-08-2023 13:55:24.641
1.23,2.65,324.60,23-08-2023 13:55:24.643
1.05,2.19,324.56,23-08-2023 13:55:24.643
0.94,2.13,324.62,23-08-2023 13:55:24.749
0.94,2.35,324.74,23-08-2023 13:55:24.758
0.98,2.31,324.84,23-08-2023 13:55:24.758
1.10,2.33,324.87,23-08-2023 13:55:24.758
1.21,2.16,324.89,23-08-2023 13:55:24.760
1.30,1.69,324.88,23-08-2023 13:55:24.762
1.28,1.89,324.87,23-08-2023 13:55:24.763
1.14,2.46,324.87,23-08-2023 13:55:24.763
1.08,2.36,324.92,23-08-2023 13:55:24.764
1.08,2.11,324.98,23-08-2023 13:55:24.764
1.01,2.15,325.07,23-08-2023 13:55:24.764
0.98,2.24,325.15,23-08-2023 13:55:24.912
1.26,2.26,325.23,23-08-2023 13:55:24.996
1.53,2.11,325.27,23-08-2023 13:55:25.187
1.57,2.06,325.24,23-08-2023 13:55:25.361
1.38,2.11,325.21,23-08-2023 13:55:25.548
1.15,2.20,325.19,23-08-2023 13:55:25.736
1.06,2.16,325.19,23-08-2023 13:55:25.919
0.95,2.14,325.26,23-08-2023 13:55:26.096
0.92,2.38,325.33,23-08-2023 13:55:26.265
1.08,2.37,325.38,23-08-2023 13:55:26.458
1.22,2.18,325.42,23-08-2023 13:55:26.665
